PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked
995,,3,0,0,26.0,0,0,7.775,0.0
996,,3,1,0,16.0,1,1,8.5167,1.0
997,,3,0,0,28.0,0,0,22.525,0.0
998,,3,0,1,21.0,0,0,7.8208,2.0
999,,3,0,0,28.0,0,0,7.75,2.0
1000,,3,0,0,28.0,0,0,8.7125,0.0
1001,,2,0,1,18.5,0,0,13.0,0.0
1002,,2,0,0,41.0,0,0,15.0458,1.0
1003,,3,2,1,28.0,0,0,7.7792,2.0
1004,,1,2,0,36.0,0,0,31.6792,1.0
1005,,3,2,1,18.5,0,0,7.2833,2.0
1006,,1,1,1,63.0,1,0,221.7792,0.0
1007,,3,0,0,18.0,1,0,14.4542,1.0
1008,,3,0,0,28.0,0,0,6.4375,1.0
1009,,3,2,0,1.0,1,1,16.7,0.0
1010,,1,0,0,36.0,0,0,75.2417,1.0
1011,,2,1,1,29.0,1,0,26.0,0.0
1012,,2,2,0,12.0,0,0,15.75,0.0
1013,,3,0,0,28.0,1,0,7.75,2.0
1014,,1,1,0,35.0,1,0,57.75,1.0
1015,,3,0,1,28.0,0,0,7.25,0.0
1016,,3,0,0,28.0,0,0,7.75,2.0
1017,,3,2,0,17.0,0,1,16.1,0.0
1018,,3,0,0,22.0,0,0,7.7958,0.0
1019,,3,2,0,28.0,2,0,23.25,2.0
1020,,2,0,1,42.0,0,0,13.0,0.0
1021,,3,0,0,24.0,0,0,8.05,0.0
1022,,3,0,0,32.0,0,0,8.05,0.0
1023,,1,13,0,53.0,0,0,28.5,1.0
1024,,3,1,1,28.0,0,4,25.4667,0.0
1025,,3,0,1,28.0,1,0,6.4375,1.0
1026,,3,0,0,43.0,0,0,7.8958,0.0
1027,,3,0,0,24.0,0,0,7.8542,0.0
1028,,3,0,1,26.5,0,0,7.225,1.0
1029,,2,0,0,26.0,0,0,13.0,0.0
1030,,3,2,0,23.0,0,0,8.05,0.0
1031,,3,0,0,40.0,1,6,46.9,0.0
1032,,3,2,1,10.0,5,2,46.9,0.0
1033,,1,2,1,33.0,0,0,151.55,0.0
1034,,1,0,1,61.0,1,3,262.375,1.0
1035,,2,0,0,28.0,0,0,26.0,0.0
1036,,1,0,0,42.0,0,0,26.55,0.0
1037,,3,0,0,31.0,3,0,18.0,0.0
1038,,1,0,0,28.0,0,0,51.8625,0.0
1039,,3,0,1,22.0,0,0,8.05,0.0
1040,,1,0,0,28.0,0,0,26.55,0.0
1041,,2,5,0,30.0,1,1,26.0,0.0
1042,,1,1,0,23.0,0,1,83.1583,1.0
1043,,3,0,1,28.0,0,0,7.8958,1.0
1044,,3,0,0,60.5,0,0,,0.0
1045,,3,1,0,36.0,0,2,12.1833,0.0
1046,,3,3,0,13.0,4,2,31.3875,0.0
1047,,3,0,0,24.0,0,0,7.55,0.0
1048,,1,2,1,29.0,0,0,221.7792,0.0
1049,,3,2,0,23.0,0,0,7.8542,0.0
1050,,1,0,0,42.0,0,0,26.55,0.0
1051,,3,1,0,26.0,0,2,13.775,0.0
1052,,3,2,0,28.0,0,0,7.7333,2.0
1053,,3,3,1,7.0,1,1,15.2458,1.0
1054,,2,2,0,26.0,0,0,13.5,0.0
1055,,3,0,0,28.0,0,0,7.0,0.0
1056,,2,5,0,41.0,0,0,13.0,0.0
1057,,3,1,0,26.0,1,1,22.025,0.0
1058,,1,0,1,48.0,0,0,50.4958,1.0
1059,,3,0,1,18.0,2,2,34.375,0.0
1060,,1,1,0,28.0,0,0,27.7208,1.0
1061,,3,2,0,22.0,0,0,8.9625,0.0
1062,,3,0,0,28.0,0,0,7.55,0.0
1063,,3,0,0,27.0,0,0,7.225,1.0
1064,,3,0,1,23.0,1,0,13.9,0.0
1065,,3,0,0,28.0,0,0,7.2292,1.0
1066,,3,0,0,40.0,1,5,31.3875,0.0
1067,,2,2,0,15.0,0,2,39.0,0.0
1068,,2,2,0,20.0,0,0,36.75,0.0
1069,,1,0,1,54.0,1,0,55.4417,1.0
1070,,2,1,0,36.0,0,3,39.0,0.0
1071,,1,1,0,64.0,0,2,83.1583,1.0
1072,,2,0,1,30.0,0,0,13.0,0.0
1073,,1,0,0,37.0,1,1,83.1583,1.0
1074,,1,1,0,18.0,1,0,53.1,0.0
1075,,3,0,0,28.0,0,0,7.75,2.0
1076,,1,1,1,27.0,1,1,247.5208,1.0
1077,,2,0,0,40.0,0,0,16.0,0.0
1078,,2,2,1,21.0,0,1,21.0,0.0
1079,,3,0,0,17.0,2,0,8.05,0.0
1080,,3,2,0,28.0,8,2,69.55,0.0
1081,,2,0,0,40.0,0,0,13.0,0.0
1082,,2,0,1,34.0,1,0,26.0,0.0
1083,,1,0,0,28.0,0,0,26.0,0.0
1084,,3,3,1,11.5,1,1,14.5,0.0
1085,,2,0,0,61.0,0,0,12.35,2.0
1086,,2,3,1,8.0,0,2,32.5,0.0
1087,,3,0,1,33.0,0,0,7.8542,0.0
1088,,1,3,0,6.0,0,2,134.5,1.0
1089,,3,2,0,18.0,0,0,7.775,0.0
1090,,2,0,1,23.0,0,0,10.5,0.0
1091,,3,1,1,28.0,0,0,8.1125,0.0
1092,,3,2,0,28.0,0,0,15.5,2.0
1093,,3,3,0,0.33,0,2,14.4,0.0
1094,,1,13,0,47.0,1,0,227.525,1.0
1095,,2,2,0,8.0,1,1,26.0,0.0
1096,,2,0,0,25.0,0,0,10.5,0.0
1097,,1,0,1,28.0,0,0,25.7417,1.0
1098,,3,2,0,35.0,0,0,7.75,2.0
1099,,2,0,0,24.0,0,0,10.5,0.0
1100,,1,2,1,33.0,0,0,27.7208,1.0
1101,,3,0,0,25.0,0,0,7.8958,0.0
1102,,3,0,0,32.0,0,0,22.525,0.0
1103,,3,0,1,28.0,0,0,7.05,0.0
1104,,2,0,0,17.0,0,0,73.5,0.0
1105,,2,1,0,60.0,1,0,26.0,0.0
1106,,3,2,0,38.0,4,2,7.775,0.0
1107,,1,0,1,42.0,0,0,42.5,0.0
1108,,3,2,1,28.0,0,0,7.8792,2.0
1109,,1,0,0,57.0,1,1,164.8667,0.0
1110,,1,1,1,50.0,1,1,211.5,1.0
1111,,3,0,0,28.0,0,0,8.05,0.0
1112,,2,2,0,30.0,1,0,13.8583,1.0
1113,,3,0,0,21.0,0,0,8.05,0.0
1114,,2,1,0,22.0,0,0,10.5,0.0
1115,,3,0,0,21.0,0,0,7.7958,0.0
1116,,1,1,0,53.0,0,0,27.4458,1.0
1117,,3,1,0,28.0,0,2,15.2458,1.0
1118,,3,0,0,23.0,0,0,7.7958,0.0
1119,,3,2,0,28.0,0,0,7.75,2.0
1120,,3,0,0,40.5,0,0,15.1,0.0
1121,,2,0,1,36.0,0,0,13.0,0.0
1122,,2,0,1,14.0,0,0,65.0,0.0
1123,,1,2,0,21.0,0,0,26.55,0.0
1124,,3,0,0,21.0,1,0,6.4958,0.0
1125,,3,0,1,28.0,0,0,7.8792,2.0
1126,,1,0,0,39.0,1,0,71.2833,1.0
1127,,3,0,1,20.0,0,0,7.8542,0.0
1128,,1,0,0,64.0,1,0,75.25,1.0
1129,,3,0,1,20.0,0,0,7.225,1.0
1130,,2,2,0,18.0,1,1,13.0,0.0
1131,,1,1,0,48.0,1,0,106.425,1.0
1132,,1,1,1,55.0,0,0,27.7208,1.0
1133,,2,1,1,45.0,0,2,30.0,0.0
1134,,1,0,0,45.0,1,1,134.5,1.0
1135,,3,0,0,28.0,0,0,7.8875,0.0
1136,,3,3,0,28.0,1,2,23.45,0.0
1137,,1,0,0,41.0,1,0,51.8625,0.0
1138,,2,1,1,22.0,0,0,21.0,0.0
1139,,2,0,1,42.0,1,1,32.5,0.0
1140,,2,1,0,29.0,1,0,26.0,0.0
1141,,3,1,0,28.0,1,0,14.4542,1.0
1142,,2,2,0,0.92,1,2,27.75,0.0
1143,,3,0,1,20.0,0,0,7.925,0.0
1144,,1,0,0,27.0,1,0,136.7792,1.0
1145,,3,0,0,24.0,0,0,9.325,0.0
1146,,3,0,1,32.5,0,0,9.5,0.0
1147,,3,0,1,28.0,0,0,7.55,0.0
1148,,3,0,1,28.0,0,0,7.75,2.0
1149,,3,0,1,28.0,0,0,8.05,0.0
1150,,2,2,1,19.0,0,0,13.0,0.0
1151,,3,0,1,21.0,0,0,7.775,0.0
1152,,3,0,0,36.5,1,0,17.4,0.0
1153,,3,0,0,21.0,0,0,7.8542,0.0
1154,,2,1,0,29.0,0,2,23.0,0.0
1155,,3,2,0,1.0,1,1,12.1833,0.0
1156,,2,0,1,30.0,0,0,12.7375,1.0
1157,,3,0,0,28.0,0,0,7.8958,0.0
1158,,1,0,0,28.0,0,0,0.0,0.0
1159,,3,0,0,28.0,0,0,7.55,0.0
1160,,3,2,1,28.0,0,0,8.05,0.0
1161,,3,0,1,17.0,0,0,8.6625,0.0
1162,,1,0,0,46.0,0,0,75.2417,1.0
1163,,3,0,0,28.0,0,0,7.75,2.0
1164,,1,1,1,26.0,1,0,136.7792,1.0
1165,,3,2,0,28.0,1,0,15.5,2.0
1166,,3,0,1,28.0,0,0,7.225,1.0
1167,,2,2,1,20.0,1,0,26.0,0.0
1168,,2,0,1,28.0,0,0,10.5,0.0
1169,,2,0,0,40.0,1,0,26.0,0.0
1170,,2,0,0,30.0,1,0,21.0,0.0
1171,,2,0,1,22.0,0,0,10.5,0.0
1172,,3,2,0,23.0,0,0,8.6625,0.0
1173,,3,3,0,0.75,1,1,13.775,0.0
1174,,3,2,0,28.0,0,0,7.75,2.0
1175,,3,2,0,9.0,1,1,15.2458,1.0
1176,,3,2,0,2.0,1,1,20.2125,0.0
1177,,3,0,0,36.0,0,0,7.25,0.0
1178,,3,0,0,28.0,0,0,7.25,0.0
1179,,1,0,0,24.0,1,0,82.2667,0.0
1180,,3,0,0,28.0,0,0,7.2292,1.0
1181,,3,0,1,28.0,0,0,8.05,0.0
1182,,1,0,1,28.0,0,0,39.6,0.0
1183,,3,2,1,30.0,0,0,6.95,2.0
1184,,3,0,0,28.0,0,0,7.2292,1.0
1185,,1,6,1,53.0,1,1,81.8583,0.0
1186,,3,0,0,36.0,0,0,9.5,0.0
1187,,3,0,0,26.0,0,0,7.8958,0.0
1188,,2,2,0,1.0,1,2,41.5792,1.0
1189,,3,0,1,28.0,2,0,21.6792,1.0
1190,,1,0,0,30.0,0,0,45.5,0.0
1191,,3,0,1,29.0,0,0,7.8542,0.0
1192,,3,0,1,32.0,0,0,7.775,0.0
1193,,2,0,0,28.0,0,0,15.0458,1.0
1194,,2,0,0,43.0,0,1,21.0,0.0
1195,,3,0,1,24.0,0,0,8.6625,0.0
1196,,3,2,0,28.0,0,0,7.75,2.0
1197,,1,1,0,64.0,1,1,26.55,0.0
1198,,1,0,1,30.0,1,2,151.55,0.0
1199,,3,3,1,0.83,0,1,9.35,0.0
1200,,1,0,0,55.0,1,1,93.5,0.0
1201,,3,1,1,45.0,1,0,14.1083,0.0
1202,,3,0,1,18.0,0,0,8.6625,0.0
1203,,3,0,1,22.0,0,0,7.225,1.0
1204,,3,0,1,28.0,0,0,7.575,0.0
1205,,3,2,0,37.0,0,0,7.75,2.0
1206,,1,1,0,55.0,0,0,135.6333,1.0
1207,,3,2,1,17.0,0,0,7.7333,2.0
1208,,1,0,1,57.0,1,0,146.5208,1.0
1209,,2,0,0,19.0,0,0,10.5,0.0
1210,,3,0,1,27.0,0,0,7.8542,0.0
1211,,2,0,1,22.0,2,0,31.5,0.0
1212,,3,0,0,26.0,0,0,7.775,0.0
1213,,3,0,0,25.0,0,0,7.2292,1.0
1214,,2,0,1,26.0,0,0,13.0,0.0
1215,,1,0,1,33.0,0,0,26.55,0.0
1216,,1,2,0,39.0,0,0,211.3375,0.0
1217,,3,0,1,23.0,0,0,7.05,0.0
1218,,2,2,0,12.0,2,1,39.0,0.0
1219,,1,0,1,46.0,0,0,79.2,1.0
1220,,2,0,1,29.0,1,0,26.0,0.0
1221,,2,0,1,21.0,0,0,13.0,0.0
1222,,2,1,1,48.0,0,2,36.75,0.0
1223,,1,0,0,39.0,0,0,29.7,1.0
1224,,3,0,0,28.0,0,0,7.225,1.0
1225,,3,1,0,19.0,1,1,15.7417,1.0
1226,,3,0,1,27.0,0,0,7.8958,0.0
1227,,1,0,0,30.0,0,0,26.0,0.0
1228,,2,0,0,32.0,0,0,13.0,0.0
1229,,3,0,1,39.0,0,2,7.2292,1.0
1230,,2,0,0,25.0,0,0,31.5,0.0
1231,,3,3,0,28.0,0,0,7.2292,1.0
1232,,2,0,0,18.0,0,0,10.5,0.0
1233,,3,0,1,32.0,0,0,7.5792,0.0
1234,,3,0,0,28.0,1,9,69.55,0.0
1235,,1,1,0,58.0,0,1,512.3292,1.0
1236,,3,3,0,28.0,1,1,14.5,0.0
1237,,3,2,1,16.0,0,0,7.65,0.0
1238,,2,0,1,26.0,0,0,13.0,0.0
1239,,3,1,1,38.0,0,0,7.2292,1.0
1240,,2,0,0,24.0,0,0,13.5,0.0
1241,,2,2,0,31.0,0,0,21.0,0.0
1242,,1,1,0,45.0,0,1,63.3583,1.0
1243,,2,0,0,25.0,0,0,10.5,0.0
1244,,2,0,0,18.0,0,0,73.5,0.0
1245,,2,0,0,49.0,1,2,65.0,0.0
1246,,3,2,0,0.17,1,2,20.575,0.0
1247,,1,0,0,50.0,0,0,26.0,0.0
1248,,1,1,1,59.0,2,0,51.4792,0.0
1249,,3,0,1,28.0,0,0,7.8792,0.0
1250,,3,0,1,28.0,0,0,7.75,2.0
1251,,3,1,1,30.0,1,0,15.55,0.0
1252,,3,3,0,14.5,8,2,69.55,0.0
1253,,2,1,0,24.0,1,1,37.0042,1.0
1254,,2,1,1,31.0,0,0,21.0,0.0
1255,,3,0,0,27.0,0,0,8.6625,0.0
1256,,1,1,0,25.0,1,0,55.4417,1.0
1257,,3,1,0,28.0,1,9,69.55,0.0
1258,,3,0,1,28.0,1,0,14.4583,1.0
1259,,3,2,1,22.0,0,0,39.6875,0.0
1260,,1,1,1,45.0,0,1,59.4,1.0
1261,,2,0,1,29.0,0,0,13.8583,1.0
1262,,2,0,0,21.0,1,0,11.5,0.0
1263,,1,2,0,31.0,0,0,134.5,1.0
1264,,1,0,0,49.0,0,0,0.0,0.0
1265,,2,0,0,44.0,0,0,13.0,0.0
1266,,1,1,1,54.0,1,1,81.8583,0.0
1267,,1,2,1,45.0,0,0,262.375,1.0
1268,,3,2,1,22.0,2,0,8.6625,0.0
1269,,2,0,0,21.0,0,0,11.5,0.0
1270,,1,0,0,55.0,0,0,50.0,0.0
1271,,3,3,0,5.0,4,2,31.3875,0.0
1272,,3,0,1,28.0,0,0,7.75,2.0
1273,,3,0,1,26.0,0,0,7.8792,2.0
1274,,3,1,0,28.0,0,0,14.5,0.0
1275,,3,1,1,19.0,1,0,16.1,0.0
1276,,2,0,0,28.0,0,0,12.875,0.0
1277,,2,2,0,24.0,1,2,65.0,0.0
1278,,3,0,0,24.0,0,0,7.775,0.0
1279,,2,0,1,57.0,0,0,13.0,0.0
1280,,3,0,0,21.0,0,0,7.75,2.0
1281,,3,3,1,6.0,3,1,21.075,0.0
1282,,1,0,0,23.0,0,0,93.5,0.0
1283,,1,1,0,51.0,0,1,39.4,0.0
1284,,3,3,0,13.0,0,2,20.25,0.0
1285,,2,0,1,47.0,0,0,10.5,0.0
1286,,3,0,1,29.0,3,1,22.025,0.0
1287,,1,1,0,18.0,1,0,60.0,0.0
1288,,3,0,1,24.0,0,0,7.25,2.0
1289,,1,1,0,48.0,1,1,79.2,1.0
1290,,3,0,0,22.0,0,0,7.775,0.0
1291,,3,0,1,31.0,0,0,7.7333,2.0
1292,,1,2,0,30.0,0,0,164.8667,0.0
1293,,2,0,0,38.0,1,0,21.0,0.0
1294,,1,2,1,22.0,0,1,59.4,1.0
1295,,1,0,0,17.0,0,0,47.1,0.0
1296,,1,0,1,43.0,1,0,27.7208,1.0
1297,,2,0,0,20.0,0,0,13.8625,1.0
1298,,2,0,0,23.0,1,0,10.5,0.0
1299,,1,0,0,50.0,1,1,211.5,1.0
1300,,3,2,0,28.0,0,0,7.7208,2.0
1301,,3,2,1,3.0,1,1,13.775,0.0
1302,,3,2,0,28.0,0,0,7.75,2.0
1303,,1,1,0,37.0,1,0,90.0,2.0
1304,,3,2,1,28.0,0,0,7.775,0.0
1305,,3,0,0,28.0,0,0,8.05,0.0
1306,,1,17,0,39.0,0,0,108.9,1.0
1307,,3,0,1,38.5,0,0,7.25,0.0
1308,,3,0,1,28.0,0,0,8.05,0.0
1309,,3,3,1,28.0,1,1,22.3583,1.0
